"","23R8925|009|CD11c","23R8925|010|CD11c","23R9663|015|CD11c","23R9663|016|CD11c","23R9663|004|CD11c","23R9663|005|CD11c","23R9663|006|CD11c","23R9663|007|CD11c","23R8925|013|CD11c","23R8925|014|CD11c","23R8925|017|CD11c","23R8925|018|CD11c","23R9663|009|CD11c","23R9663|002|CD11c","23R9663|013|CD11c","23R9663|001|CD11c"
"SLAMF1",35.1240427224286,34.8842685731663,35.4370376334507,32.7931809022702,37.2401921769074,35.0475033847516,32.2672055681222,33.5891190379578,38.8451029285037,36.3689205552079,43.4869063216796,31.6781805726147,38.6780003254646,38.5671848795624,30.0427443060836,45.4798812360351
"BCL6",48.5366936675707,45.9999671690129,44.802542812446,64.9990291074653,59.6216664650494,62.1748900599621,47.147903772086,50.0399736835262,60.5507015136209,60.6954779621984,38.1427887593674,41.8636460220419,72.5093291866985,45.4329805740421,51.0813781742458,48.5451297584497
"TACSTD2",26.2046414848513,28.1914109679618,31.3167891779136,30.9884063152796,34.5361723828926,33.2232793576583,29.6654958347742,32.6392589372559,30.7476190786883,27.8750774711049,29.2117501951343,27.0015893221203,33.2935682614808,28.6969725199612,29.4573309707669,40.0609260546438
"NDUFA13",115.857284577423,108.040718918143,114.806291799163,116.964517010156,128.134302066118,121.593613490554,118.973916684565,113.633480238295,100.301124304757,85.7906629302929,86.96181294469,90.8796874783404,95.4806156377341,110.47137448924,125.766214994044,97.2747056080187
"KRT6A/B/C",23.9600354625744,22.7645740930794,25.8653062431419,25.0419820355356,26.4012946870383,25.1787335150558,23.8212562265477,26.1357478338001,27.7612342600091,28.1405682678719,29.930490418756,24.2918751959057,27.9479568304241,32.3698534689841,23.1915410226619,37.1520235568163
"ETV7",28.5405921423562,32.0613066246876,27.6392225476822,30.3702985924928,30.7687950335139,29.1168491264464,28.8220650114941,29.3498822193535,31.602576353721,31.3095864256437,33.5311385069463,30.7786517048308,41.6402354654191,33.9680389301559,36.9123085778898,29.1255181265937
"PLA2G2A",22.9273187222114,28.018984553758,27.9654785159358,29.2034475769767,27.503029049903,25.9512279825779,27.3840158914819,28.4220603953545,31.1168745558256,31.3552635775167,24.9689120549767,26.9864168061467,28.9146538227511,40.1567888162098,20.7476929487519,37.5472154338309
"NASP",61.1552695146798,60.1224226796749,62.2679382422073,61.6642472260832,61.2285648248812,63.0321709662007,67.0790826522817,61.4726974171377,65.2017836120715,59.5091830218537,60.8294417504391,67.9144714373509,57.5985457454276,53.7772725286189,63.8601992807077,54.9510444356545
"MKI67",37.2310192871356,31.9086579030038,34.4932067168387,33.0068622128075,33.3450735646849,37.0328231107878,38.3226279934522,36.9836588472606,31.5765011642609,33.6655445902692,29.0231908823657,26.8899410963267,35.4163989121822,33.1017419424255,27.5157203689643,41.9373583009974
"SERPINB5",29.9413120316462,26.0114185365094,27.6604022744522,31.6810741290265,34.5824542839164,32.8239933683622,28.7374402451805,33.6504282818208,29.7601540415666,25.5524784028691,26.3127583177079,24.732959590742,33.6159695107653,44.3752409901686,22.2243684572237,35.4820403216234
"PDGFRB",52.4443231083343,45.3757797586509,41.7802677472563,38.5415038982584,40.1822443774621,44.39478337792,37.4669048777432,42.0727074469765,44.8448613549856,41.5945290466392,42.5664987376307,35.9859637389357,35.6695826272272,47.885323038052,39.9258373330216,44.7513322105117
"PLA2G4F",28.9207884962498,26.7708511399191,33.2320423945806,29.7581190104173,30.8086179067559,27.3007146288947,27.7579831712732,30.2137200055212,28.3671803640351,28.2307642471408,24.9534800827046,27.7415332000215,31.3544336232381,40.1938326852859,25.6345912131977,29.4936469265187
"TIAM1",41.22004664755,42.1672833521787,46.0966521906379,33.824133208132,36.5552160683802,37.792330352758,38.0464090960317,35.815946762723,33.9372267654115,37.8952856500951,46.6959248639532,44.660430725394,38.9452310699837,45.2782602265102,46.7556848109404,42.6061211922484
"MAPK8IP2",25.9508128111001,31.6246896720712,36.7598711420294,33.9457499138418,33.9338832908414,33.4075586961131,30.9341973591844,33.3915141687126,28.7090027543559,33.0681123221197,26.8926223103836,31.7190055527265,36.6175516492076,42.8639877248361,29.1771151935041,31.1057417137007
"CTSH",166.213845667651,168.661151533831,152.606268375012,137.500426830026,148.989500823783,149.68875998572,140.306967119241,133.944264124423,136.094842546141,155.892998075493,138.678004053623,147.327852001972,192.399902116061,103.911581095707,249.924445004758,103.596953043723
"NSD2",41.4027279584665,39.0364619692964,43.3021785300745,40.4247948597354,42.6456592863951,41.5652886618505,41.5897061244651,37.1888731736098,37.3364195130608,36.2165673416766,37.2094930810087,41.7705419574289,40.718739352172,34.1660153837384,36.4702567616,41.2220283146653
"SNAI1",22.2731651886162,23.8620003628479,23.23040297217,26.8949605085686,28.9402904939331,24.2020026885947,21.8032625551156,23.9105784346368,26.9492803930639,24.8730167480282,28.2632395017578,25.571779856094,25.0626927600899,29.411043379727,22.9202202448893,31.6823967011395
"IL5",24.1386710581443,25.589963560277,22.9569307132936,24.5635455754064,25.8290966671886,24.1350225498102,22.5647385251617,24.1372702274141,24.3157354567247,25.6255696377094,20.4186324741378,22.7082682874177,24.4697603901839,22.2603800860743,27.0533067978958,25.8284523237866
"PGF",41.2257480774393,35.2510043819382,35.3560306590809,29.8186504504929,30.6499098552751,30.1253969768313,32.8049072971219,32.0001663374274,29.9034132241083,38.5961797851497,37.0775656117181,33.183194909154,30.5745513880907,37.3812478936535,31.641183569642,33.5635167029765
"IL13RA1",60.8978200392913,62.1872536821039,53.0466483587725,43.2418900777806,59.980289518535,47.8368728973484,47.9208805697558,46.6676627465919,45.0293886309847,51.696227872007,45.7663293173825,49.3795768770446,45.8441486621725,45.524429633583,42.2147938098358,53.7232202534743
"CHEK1",28.3699417896375,28.5874519675137,29.8267220743906,29.4087454510323,30.5065142632108,30.4860505950577,30.8369814711047,32.0830210610911,24.3216704673065,29.4505382407038,30.0028453901235,23.1794895742907,26.5862384087767,32.8710673974995,34.5408859277894,29.449248325069
"INHBB",21.5706158526591,21.192749026183,22.1752929316448,22.5942479776236,23.0039105964761,23.7777491029933,24.4743805947656,25.1905801219785,22.7051290672209,28.3090867142598,23.8751072006873,25.110985702607,25.3676168985736,28.7553001813132,22.234461271766,26.3618595704804
"U2AF1",79.1923220282503,71.442026115407,75.2614919828926,69.4461598065237,74.2756177925148,73.2082202001036,77.7862564751828,72.5259205488656,76.5358479648776,62.8711276500703,61.1029792168316,59.91118579172,78.0066523231595,58.3471576047501,90.0358118502321,55.8392202750335
"PIK3R5",45.3922289950622,40.2131715564593,42.5140555207012,40.5868612151964,36.0482265231808,42.9766836115975,42.7476545386078,39.1392262082301,36.8412731089569,44.8061948530619,44.180058693699,35.0629865117096,42.5236069958484,43.720627504118,43.5685171393114,36.4358278004642
"EPHA2",30.1429291419793,25.9394752047255,29.4028976612331,28.0425016370704,30.6801910580653,29.7843967027153,31.8098866921833,30.6384731717673,33.5555111373504,28.5891760194065,27.0345866040577,28.4336898401123,32.1859369426722,32.9025757874089,26.041868783192,36.7918805629783
"CXXC4",19.6104897598589,21.8680741452638,21.6373599214218,20.8625657237255,21.7525654765333,21.5579257648952,21.0240190848184,23.5758611386299,23.0742427783058,26.0861310657288,23.3027793377585,24.6789569801097,22.2870103038371,30.1148495381421,22.0185518076768,25.7644029062502
"TBX21",32.474430273783,33.2456760890743,39.6533144350471,39.457624100053,31.827899947833,34.375852857429,34.7747199235265,33.5802059956626,32.7909382952999,34.5381234196017,33.25759881808,29.2177193570279,31.6211714193993,38.4547421930072,24.155023091608,34.9208561148499
"KLRG1",38.7707976110002,39.4279360232974,36.4165017176685,40.2988044945839,39.64047853814,38.4850059925086,37.6631881306591,36.5518713660857,35.3421837056936,32.6704482166965,39.3997900028603,31.7059236734839,34.0716214024745,41.5390247653662,25.1024821707114,35.1433630817993
"BLK",22.8645591894922,30.3556302954735,24.6582640147241,27.0907398011092,26.8341996698982,27.9164813020632,25.4241755935802,29.3051484761784,27.1647694862935,34.8875390400819,45.2977608924556,52.4590522728772,32.8912043398174,28.3413821674181,30.9643016249366,32.5933033804994
"EZH2",35.334654875539,36.717901128379,43.769985537225,44.7686652305366,41.2863416536397,38.8618740776687,42.6404336735814,41.9522674265171,37.4511201063945,41.9966914487206,39.6715004005237,30.7375930137483,43.2384728025795,42.7897470742932,42.876601777547,38.3104958725141
"LEF1",95.7043107042409,80.0301985965298,81.4295252939742,51.9815804326293,48.8867378819539,54.5600486918351,63.5374944628998,52.7994131338769,32.7567510782903,47.4875116737982,95.7536333484541,84.9505378124238,36.3350269019285,42.1491872941936,44.7620794600695,39.7040924948688
"SETD2",52.4815582174133,48.6530450356183,47.3211402811455,46.8556957137443,45.4481018890417,46.8333094503309,46.8284771318874,46.5108282709946,47.9476013805728,48.1316617562386,50.3719466967072,54.710750836567,46.2204603660301,51.7373548710378,48.7733363828267,47.2611368743942
"FZD9",21.6420649966788,23.9463779249349,23.920856453924,23.6671558238731,22.3667012057723,25.9321432723782,23.7187465421711,24.2029524215128,26.380100462072,24.8602631068591,23.3955785386538,25.0290748700515,25.1956073040836,25.9957509853128,14.2687898188064,26.907039540998
"CREBBP",51.3275237664725,48.7413074854175,50.4599641125306,43.6515054502439,48.1979414993999,49.8749960242796,49.5424745169959,47.1062611135753,41.686925950127,53.0647225123471,58.8796176433975,59.6328604460878,44.5696689714141,47.8471049023182,51.7591044092785,44.485655223571
"HHEX",33.9499628318775,38.5386651319504,34.6253518942397,40.334651680221,41.5972891761058,38.7102269794733,38.6651300243156,40.2544610907274,51.215510396063,53.73630355515,48.2937148729059,52.4555586205224,47.4328895370702,48.8906262252958,47.9194980268266,41.435811518392
"CLEC7A",37.4982563985913,44.6576821577618,46.0590489730728,62.4895683025069,58.3530304729088,52.9484089203392,47.515118989143,49.5377151919341,67.0202742916919,54.1698694700351,38.7200754501265,35.5285874358927,63.9870525609645,69.6179027567781,61.8782080303589,66.6868811066007
"TCF7",139.463160312641,118.576488428757,78.896141857282,62.3318299642526,60.4071142730505,69.241183085126,69.0246865157498,58.3665114740072,41.9733872240185,62.8253195265921,159.580779277576,127.087292392597,45.7103690284989,42.4120924300944,68.0911207425097,45.2370386538569
"ECSIT",32.3658102223359,31.6833676868145,32.4834902088341,31.2079534190221,31.1476514849978,32.0978725864591,32.5209652947494,29.4616416995744,38.62169906394,41.7102890203325,35.4896184400134,37.414540045421,34.1907911847727,32.5637249259163,27.8718260958335,34.1180418162902
"CCL27",22.7400668287289,20.4441671158734,26.9167526575451,25.5947474078803,28.6229006069106,23.2948026135316,24.1590392864658,24.3110955544133,18.736905242175,23.5480689030055,27.94944178033,25.0792893316836,21.3038025264043,23.9805567356289,23.8264718378277,24.3343014911337
"GLUD1",39.4281097939218,37.8025960691203,36.80041773608,40.1881688083632,48.9030940621262,41.0323497970622,41.8472160907934,41.9965933088219,39.1564320672303,46.2155742126751,43.1134576306515,41.0991563487201,42.5785852192174,38.3398241967938,39.7809269133305,42.7648597923139
"MPPED1",21.7440076267625,23.6220518197471,25.5581251546604,28.8321627030035,25.1355325417096,25.7577603247869,25.3716303958916,27.1807024346664,25.7704543175915,27.6534679107983,26.5552646387117,24.7327470681038,27.0705739450848,32.2031217226197,21.350074433835,29.3353142080111
"CNTFR",27.7867637729889,32.8502118414463,30.3013299331005,31.3759588572518,29.9576486098405,29.2258910270098,30.2914613584651,32.6692913074771,32.1024621742764,27.6181324713466,23.6848430433268,21.2792117435675,34.7066019746109,33.6327453172489,25.2926742408953,34.7653895650386
"CD81",199.695614238248,204.577267832109,184.795226608153,202.558740255426,194.119584007981,228.345798332014,204.194599913627,199.92005906443,198.833719277195,168.672199987809,146.748272405149,151.722421268412,173.193588272364,156.389738692487,221.370999857932,129.107115799243
"SMC3",45.4552052153799,48.7580867523446,46.5126077810776,44.6226822418126,47.1613196073366,45.6920592005933,42.7139118404059,43.6194899931034,37.0203543836461,46.916011547601,45.6660369082649,40.411243797563,44.2330394105629,51.4149786415446,40.1925181269071,50.7084405904134
"MAPK11",37.2415000782216,39.2294918820415,44.6638849396963,43.217212006687,45.6740290883437,41.7855049337131,43.1233059925005,43.5872143509172,45.0825201149663,37.1723267228409,38.4800564811242,38.2590291316978,42.3601769038686,43.3536094563231,37.8448687331654,51.9243038878262
"BTLA",42.1782067117978,43.0887789986221,43.1786227293763,44.9413785343823,41.5680916703353,39.0421319723984,40.4233184204062,41.3605437900031,37.3072487522463,37.9434343821598,52.8033818397919,47.0299830251452,39.5532703140552,39.9295054425011,42.0820402561679,36.611551280124
"PLA2G4E",23.7254711828482,27.8805634995899,24.0942313879902,27.4312324964436,32.2977359317612,27.0156616329583,27.0072470989827,26.3975332716222,26.3218656765191,30.5069049958463,29.4135934561327,23.1077008060692,33.2171118040607,26.9805309436083,15.1138423589943,35.100491555433
"MST1R",35.963021467474,30.0945309066249,28.8745822843778,30.6183388354953,32.6161098378866,31.0197344131054,29.9263898675381,30.9952991220117,33.0471899455021,28.3567128344137,29.8779804629193,27.1059093735955,27.2528000410954,31.6225046667842,30.774322238563,36.9926576644147
"RASGRP2",65.0389619192593,65.4466542767018,59.4262565870242,46.8262640878343,45.2674981209691,52.5777778574345,53.2302519280406,49.2176866131431,43.0732806985493,51.5594090627551,84.4629593765034,68.3313857150992,41.0909143144815,44.908728035874,51.1168021876224,39.0127061339043
"NPM2",31.58623468322,29.287252030106,33.8229506557678,35.3019189033952,35.8617533346856,34.6440280304791,33.1744953182236,39.0749377372027,37.6347852403822,35.9521331730212,33.2831406563847,33.3281011400123,36.4994273378995,36.7605808022633,29.0073892800598,40.0682587444679
"WNT2B",24.6053010508634,24.502076474968,30.174664266075,28.7913836130996,30.0047702541191,29.5503204388651,27.3890342479737,28.5720277775889,31.5152925113241,27.9571217017751,21.5844724449033,26.8066175102065,31.4382965473848,31.4219885969427,24.9205609494901,36.930796686603
"OSM",31.278305811891,32.8940920677568,32.5472792215301,32.3449482894932,32.1345300489288,35.6854345352949,32.1858815222418,33.7330959353766,36.0332169442587,39.2408736690122,33.3920639695866,34.5149195296102,36.2867457101918,35.8553210772543,39.6011939328887,38.8283932143047
"ANGPT1",21.7877584990177,23.9668276563292,23.8094275391462,22.88857487437,23.7937591284214,24.7267980121019,23.1400702712395,22.8105982696531,27.6486415335603,25.6620873305266,23.38223250684,22.9798005487016,24.4803145932374,29.5950410281865,22.2690858580826,27.4353965140627
"GPR160",29.0647004071908,33.0004275844053,33.6772937688776,32.6821301434042,34.1993607035922,33.0303533250825,30.1396274344792,31.3766425695539,35.1089915306262,31.8332689579565,36.4271462355351,34.1062463783742,32.0953939708204,33.3934963752458,24.8563318452164,41.6701991881989
"EIF2AK2",43.7286046365248,43.1896836391251,39.7948494605813,46.0058740101539,44.8010733510776,38.1453187958937,39.6763880813981,38.5277098192069,66.2142388156798,46.7335954717758,46.5123596669614,41.3776457079381,42.0366988139603,34.7638360822829,50.5991415241789,40.557069680144
"LILRA3",26.5149454554086,27.8943580778126,22.475620660235,21.7772780866232,18.7860718849349,23.7506352393273,23.4711051876151,26.2174024479376,34.2978763220837,36.8182386544285,10.0217917292329,33.0960787353875,26.3566202643903,36.5274768372907,16.0638040360477,26.2840496734862
"PTTG1",34.0183212925358,26.3335511347601,29.4382522278699,30.3585299276836,29.7037316315787,30.3191029267065,30.0129649504938,29.8387482417343,25.0874438766146,29.9186722144648,30.8895406362795,27.8032477662152,31.3324184686326,35.0205620119956,30.3215613232922,34.2017042664111
"ANKRD28",32.9013987318463,31.3249233492572,34.2120814678354,32.6109828684323,36.3047882006086,32.2476680200897,33.7567695536452,32.0519449986459,33.4529030955115,32.5539577038807,31.178495127112,31.0273439771407,33.768669911096,34.9219092687998,28.5524275018605,29.3895388188886
"CFP",39.2222632330326,49.2369893396699,49.5163620356559,47.1378953159387,62.8854070213768,48.463344448057,50.5487109359761,53.1250644858122,58.3040318403203,56.2077570353844,44.4430208851708,45.4023568346842,54.7790779688473,47.3356302819301,50.3190950150859,49.2907460487537
"EHHADH",28.0069614172714,30.6261289732143,31.6536881761918,31.3362177638364,29.4434380310862,32.0101057242732,29.010009591135,32.7373307722997,35.1295592023436,32.6393112068361,33.4011689410376,30.6322418088086,31.0801574184776,34.5133534261822,28.6262073682826,50.4851361356074
"IRF9",52.968897882017,50.8910705310637,52.9021680440856,60.2993331547212,46.3921670418467,52.6100355458916,51.9270587662879,46.8014154356746,58.6273454713203,43.9172145769865,57.1088760431783,49.8430635128868,67.7787931410992,51.6251825319689,64.9267633264328,33.8607290501031
"CCL24",22.1642754766832,32.6719280646573,36.6087862009292,25.7499725774063,33.2093970542386,34.0981462576683,32.3382683985144,32.362500987496,35.205616761611,37.7609168379396,28.3459075655195,22.3743016682312,35.2445092784015,44.4398637801303,28.9148472648859,27.8468184890365
"INHBA",22.2584595553699,21.4544360590869,19.7701737479727,26.2732475398451,21.8434282193738,24.4899037995813,25.5953294489985,25.5226205499182,23.1333304774801,29.3069311326738,24.1176199043776,20.5008018526409,25.3585505571225,29.9560629208303,23.3225750200597,22.6222844149234
"CREB3L4",23.6189039613929,20.593064105918,23.9771799634005,23.5630653661834,27.3540335254282,23.6868729799756,23.8212407507894,23.2201171768764,25.6896320998065,29.0982837531286,26.8696156780452,26.2618064278199,27.5314689288182,24.8152319352986,23.238678690235,32.5825900879803
"TICAM2",33.5317072545714,31.2400996737817,30.5941383990942,34.531812815228,35.242696178346,33.0223125995806,34.5523818780321,32.7430590502273,38.774378557643,39.7770340603679,29.2823676597797,34.1024841758251,44.6125006824155,35.3338760343437,38.6301654510583,39.8997558798273
"POLD1",32.4359829222207,32.098169819385,36.893878624146,32.7424084826891,36.8221050156033,33.2609567700154,32.821715431918,32.9230492101215,29.7582020708759,33.9946717303556,25.6925291487453,34.1534851278805,33.7656613229016,33.042890371587,31.6597667725812,35.3264113368333
"PRKAR2B",33.9857910415679,36.1304759865657,34.7617659656258,39.2073782893559,44.3121336946692,39.2190886326477,36.4836728722685,41.3517920393401,41.7363792687632,34.0002246009117,30.827655456345,29.6555164639671,38.2086287086691,36.9969160281656,39.717581166813,44.8451513408536
"MS4A6A",95.2798034424671,86.9809894897167,116.276596038386,108.68113151576,135.187954654249,127.466632483089,128.400353429604,139.662898629345,131.936615250346,91.8403885794406,99.50728020149,85.6780880348268,70.3098980484688,100.499220845276,110.96732420504,91.3687046481894
"GMIP",62.0665775832178,59.2666613352118,55.7259162549964,60.4382858120004,58.6032811542636,58.7440996770194,54.2368593525477,54.8152235798541,45.3290624898414,51.1720476340996,56.1670092158858,49.7003073595671,54.5553649101696,49.8010624954696,54.3401298813139,56.6847603007864
"CXCL9",101.461840674771,109.860964520194,60.2342067051467,485.179041716454,99.8634186603932,87.7356161892778,38.1394881382079,65.7908627899712,34.1995090089692,91.0145000450605,41.4618380832335,34.0464780021734,161.108055954344,41.3781915580312,47.7755114445567,28.4271216993677
"HES1",26.8124806996917,29.5773199341675,30.4127429335116,30.5123644343706,29.2259866988616,28.9898519463312,30.688491439851,28.4897656080123,36.6531077026373,33.9579082356174,36.8237758086212,32.8986777715065,31.8948789720154,31.2610210369556,24.028218063039,36.7702556458756
"ITGA7",28.2664194728881,25.0457495983598,26.3221927334226,27.5230416182098,24.1689285998972,30.0206609483651,27.4438810173816,31.4106601153848,35.5789871459593,34.3408872258719,31.1996095467777,29.3114683500982,27.6880819249387,29.5565056877616,25.1792496049215,43.1910068323774
"LAG3",35.0368407277052,33.2952279206223,29.9349430583004,40.9550818082822,31.8534722053616,30.7835303894087,29.9833034413724,29.8770430005186,32.5491133087186,29.6989132907416,34.7942098844806,30.3661817592172,29.6352171984574,34.5805367458776,28.5524275018605,34.3892990467891
"JAK1",118.460596940609,118.969943127758,115.171359900498,122.805448425792,115.390612160699,120.469180899045,119.044564633133,109.532880396052,107.529638183163,103.906300797005,120.454250930724,122.855979972736,93.4575222011735,86.7834111838352,105.872483536877,76.8452290317564
"MTF2",39.93179697759,36.4262468371663,39.4190562072821,38.6911583398073,38.2340748454004,36.0474878347457,36.3770867246488,40.3198891824733,35.6890108959124,41.9752648252107,36.306325004399,34.3043424445746,36.9969910531938,41.5052218348687,39.6305439943117,42.1137702256404
"SNAI2",28.8273565157616,26.8122338928891,27.695830455871,30.9441918602781,27.4390383763381,31.2324400222122,29.5249797833492,29.7197638474275,31.0219253176015,29.1685725431305,21.5368241379566,24.7440007157996,28.2308048032486,25.4868831640019,27.9597515846861,36.7455404117533
"XPA",46.5653391237429,42.0126418141586,37.2886754066126,38.4595869232349,39.0057101245885,41.7838199197836,39.9009061170436,37.7818867475711,40.3467979241011,50.7922990614354,46.6045533810197,44.465049097252,36.0940260452724,43.9936893477615,40.0504915415868,36.4124522157676
"SPRED1",56.6468279353785,52.0544084076075,53.0249801561167,45.7821715278255,58.1194321467781,58.2022018623079,55.1838904343949,61.5808912427517,76.7772420332034,75.7281082334939,50.1494751426988,50.44269806973,52.3577182935448,66.3053860479842,65.5734606948869,54.4075279790444
"NTRK2",27.1395358458248,26.1842888542482,25.5477956780412,30.2561894847906,27.2457069555239,27.7262213065917,27.1210734098911,29.4528532565408,33.7924369217895,22.6284019949573,25.0885743210607,24.01830038126,31.6114365488365,28.0661709733836,25.2926742408953,34.3195318889854
"AMER1",28.6507083678361,30.100447337699,29.6298489003283,31.3652352329984,30.6562528764757,28.6962666549112,29.3303397514011,29.0172173455423,33.2233599046291,35.6496937731629,28.8344765585719,29.7416701588785,30.6454738214074,33.8024643907189,22.7998974792294,33.2014188187865
"LILRB3",31.4479585633916,33.6503367287898,26.7566912621846,32.4003405679028,36.9012126311222,29.1485068846289,28.3755152268182,28.7142979191698,68.5957526441674,51.7445516224401,21.7138820800047,26.8905639725024,48.6133218209865,38.1156280041295,44.9786513009336,50.6906672274377
"FZD1",26.1112964141157,24.9469764114785,25.386720416348,27.0292969433598,29.8184291982242,28.4261136400497,25.4861739398708,26.607269319238,35.6110050619511,29.7001547803075,27.0570379467023,29.1792301249294,37.0873782238151,34.239105544268,38.5731885577705,33.9272179628124
"HSPB1",153.949691680776,131.006206202619,121.315710517997,129.628916305815,144.33064720936,153.141988382961,144.920557602872,138.534706346586,130.644796201879,111.731447742143,79.683683705341,104.572967417333,92.5628672324999,153.212161284346,111.246256902279,136.875428409104
"IL2",24.7938224477942,29.8645305257819,31.9158278363882,29.0950369478337,29.7954677532626,30.8563166010494,32.1330185013886,33.506328064981,37.3915243406211,34.2267070575098,25.3664208434189,30.4611843617464,30.422688298699,36.6333472329815,21.7168137497215,37.6787819215787
"ITGA4",48.6804364506197,45.6939356866223,47.2882366080712,55.7827722551661,46.2707552528266,50.8066769756201,47.2429311102433,46.4654952528614,65.3777913253426,51.2113685555353,51.074980681219,48.2327061215506,50.6980378552793,51.1177623131107,55.6904615869447,54.6508798138161
"CD99",71.5977295197396,64.6528471214919,63.8063447464775,59.4262313607073,61.7039293271522,61.4773788842567,63.6527723576928,66.8272851691809,62.4694436329492,61.6600569099706,58.834337134032,61.7485833145625,49.1326501126202,63.0644463401294,36.8353098759005,47.643426534152
"CSF1R",94.5225604730482,105.437982291659,98.466811604453,121.168097945654,114.751854714846,98.242035626434,107.507406474507,116.815028296177,158.529713032923,116.120845912495,104.052697787189,112.221493223546,108.416339881539,148.185606921117,139.490120484651,134.519726860826
"TMEM45B",28.7649074577728,27.9783499785127,28.9682752390248,29.3237560818304,28.9472213398071,30.0361154058841,28.7245785957874,28.7772763486074,33.0174838555118,37.2680668830366,28.6850670822302,26.5643616298963,27.0570251024867,36.9486842525257,25.2926742408953,30.8263035261127
"SLC16A1",42.6124904865447,43.9344584394751,46.0781483386668,39.0168170931298,40.544667998102,42.3116712818834,42.6666443531702,44.659845868539,36.8084286963375,40.1673755637234,36.0794479287327,35.9810403594843,44.2680824774846,47.7182508632147,38.6645952432116,46.2492667733676
"TRAT1",49.1146125841991,57.3475019587309,47.275373299611,38.4974107768534,39.9137420745089,43.0153598400929,42.1612878436769,43.2938220307862,33.6864187361971,40.8702317171898,63.1946819796372,54.2765744124888,38.564742510318,35.8647641444259,45.5235406939035,44.8566335692466
"PLCG2",43.0086498302056,45.173789948677,51.1733575037992,59.9883276938578,50.6976955722385,56.4307939973757,53.2892022548288,50.7922605360741,50.6318387500911,48.8041716445591,61.2311057473468,59.7406961277137,49.6181661123264,51.8025726141779,52.7552019809435,60.5125343089563
"CDK1",24.4434111530901,28.7428859599154,27.9444647672712,29.8645005783457,29.7447095054667,29.1098855592873,32.5010376356662,32.7398575718798,25.357780830204,24.1138908334659,22.1297869958013,21.9121851842715,31.0336167113955,29.9219443095726,24.1126455970187,33.062621448597
"TNFRSF1A",70.8898878931299,77.0326321322488,84.2494975355782,82.4298235263809,78.8807134557936,78.9315491308794,82.387241117169,84.4966520060914,132.817010819777,95.0098763352365,62.2989839743361,59.9284129581077,88.2742838187818,80.4013384575246,90.0699551334102,78.0564230351499
"CCL16",25.9286893238465,25.860175952077,27.3130904069187,27.1302644411013,26.7966577482134,24.458166164842,25.4530024019355,26.4899725293219,27.2322732208256,25.4988833542477,26.3555783300275,27.9023644616069,28.1282273679958,28.4307889351432,28.4816231684139,30.6584987455352
"SRP54",46.1660114105105,47.4850285215417,49.5491605000216,47.373483515829,54.1080045133382,51.5653516623316,50.7107651299021,51.8614019442969,60.9847290305328,54.0782616368914,49.3932936785665,49.6337037121071,57.8431052933213,51.5223722732512,62.2075722179798,45.0539516625915
"SPINK5",24.0961909041585,21.1523036042943,27.4254911574701,28.0540969457639,22.7682685477667,25.9950351231634,25.358510090469,30.3576433169785,28.0492199474266,28.6797699421538,21.3170146090357,23.2083917708055,26.9267637346946,35.2971596201126,19.1682626791379,33.9720546178287
"ERCC6",32.541283004142,31.5631338506556,29.7801669633838,31.8808537556923,29.5135758942847,32.3526246167253,31.9376922107381,33.2008776029174,32.8341875252636,30.6000590128511,31.0202895654603,28.4700271197906,33.4951560175927,37.3768703985441,26.4470205770866,34.1117735737549
"MTOR",42.1219160475366,47.5508032813962,40.825564309158,41.3162494669035,41.7883704759262,41.7955006079051,43.5038574687873,42.8465001894814,41.7551266160894,42.383383167731,45.4270681986097,45.4918247327791,42.1647185075051,44.6166283302023,44.8261485576963,41.7493071961997
"LGALS9",83.6932959863821,83.1861206332768,111.014153715419,140.248565998616,131.570947743599,117.746673295226,120.400876305802,104.152271437843,108.017539807736,73.7103994128378,47.3905842495866,48.971608272631,111.99333509282,88.8797275602607,119.95263154284,85.0458099956799
"IL1RL1",24.0268686620877,26.4305519496746,26.4006158539656,27.7946936208203,27.3694789294261,27.2672439898501,28.5868871382095,27.7829084025992,25.7448245696045,29.2225445299804,28.7287008857122,21.1361378763253,33.2680583944575,35.7949706989784,24.0860619832771,30.0919427905941
"LTA",31.7730699878942,32.3316873848794,31.9008447455493,31.4832615074183,29.1038782251827,29.4321758176279,32.856108617281,30.6831126898595,31.0989208037939,33.0763526728466,40.3801805964103,41.6694356749142,31.9669977108155,32.5720013852206,20.8757748588754,37.439873977099
"ALK",22.4923672238232,26.8732339784315,23.0544285550163,25.3174433065401,27.6563469424242,27.2550006916123,26.8337523355941,27.0578013557895,25.3611915197557,29.7028853268996,25.0309768550353,24.8115610119762,26.8783089381042,32.9369519652062,22.4422961177363,29.7171092012085
"SOX9",24.7907891446858,24.5885547015946,23.4689678845423,29.1093498939553,31.2667399033483,26.8840400578069,27.4129973104187,28.0789330482607,29.2257338403694,27.3665992475885,30.7735715170606,26.1567558336636,29.8689443615041,32.1021474259057,23.5137692569607,29.1406718903248
"TAP2",75.4479495291113,80.5805883358713,78.9465422657632,103.749812702867,76.8443918819212,79.0650967392672,73.824622105618,68.9757147078221,76.2721180524121,78.8992777768091,68.219900234118,70.5102600721412,116.297687843151,62.7282718350698,102.531824581985,65.1650146100229
